Code,College_Name,Branch,Category,Cutoff_Mark
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,BIO MEDICAL ENGINEERING (SS),OC,195.5
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,CIVIL ENGINEERING,OC,195.5
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,COMPUTER SCIENCE AND ENGINEERING (SS),OC,199.5
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,COMPUTER SCIENCE AND ENGINEERING,OC,200.0
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,ELECTRONICS AND COMMUNICATION ENGINEERING,OC,199.5
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,ELECTRICAL AND ELECTRONICS ENGINEERING,OC,198.0
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,Electronics Engineering (VLSI Design and Technology) (SS),OC,197.5
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),OC,199.0
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,GEO INFORMATICS,OC,194.0
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,INDUSTRIAL ENGINEERING,OC,192.0
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,INFORMATION TECHNOLOGY (SS),OC,199.0
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,MATERIAL SCIENCE AND ENGINEERING (SS),OC,192.5
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,MECHANICAL ENGINEERING,OC,196.5
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,MINING ENGINEERING,OC,193.5
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,MANUFACTURING ENGINEERING,OC,189.5
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,PRINTING & PACKING TECHNOLOGY,OC,187.0
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,CIVIL ENGINEERING (TAMIL MEDIUM),OC,192.5
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,MECHANICAL ENGINEERING (TAMIL MEDIUM),OC,188.5
2,University Departments of Anna University Chennai - ACT Campus Sardar Patel Road Guindy Chennai 600 025,APPAREL TECHNOLOGY (SS),OC,176.5
2,University Departments of Anna University Chennai - ACT Campus Sardar Patel Road Guindy Chennai 600 025,CHEMICAL ENGINEERING,OC,195.0
2,University Departments of Anna University Chennai - ACT Campus Sardar Patel Road Guindy Chennai 600 025,CHEMICAL ENGINEERING (SS),OC,192.0
2,University Departments of Anna University Chennai - ACT Campus Sardar Patel Road Guindy Chennai 600 025,CERAMIC TECHNOLOGY (SS),OC,179.0
2,University Departments of Anna University Chennai - ACT Campus Sardar Patel Road Guindy Chennai 600 025,FOOD TECHNOLOGY (SS),OC,191.0
2,University Departments of Anna University Chennai - ACT Campus Sardar Patel Road Guindy Chennai 600 025,INDUSTRIAL BIO TECHNOLOGY,OC,193.5
2,University Departments of Anna University Chennai - ACT Campus Sardar Patel Road Guindy Chennai 600 025,INDUSTRIAL BIO TECHNOLOGY (SS),OC,188.5
2,University Departments of Anna University Chennai - ACT Campus Sardar Patel Road Guindy Chennai 600 025,LEATHER TECHNOLOGY,OC,178.5
2,University Departments of Anna University Chennai - ACT Campus Sardar Patel Road Guindy Chennai 600 025,PHARMACEUTICAL TECHNOLOGY (SS),OC,184.5
2,University Departments of Anna University Chennai - ACT Campus Sardar Patel Road Guindy Chennai 600 025,PETROLEUM ENGINEERING AND TECHNOLOGY (SS),OC,188.0
2,University Departments of Anna University Chennai - ACT Campus Sardar Patel Road Guindy Chennai 600 025,TEXTILE TECHNOLOGY,OC,180.5
3,School of Architecture and Planning Anna University Chennai 600025,B.Plan,OC,187.0
4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,AERONAUTICAL ENGINEERING,OC,196.5
4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE (SS),OC,198.5
4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,AUTOMOBILE ENGINEERING,OC,193.5
4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,COMPUTER SCIENCE AND ENGINEERING (SS),OC,198.5
4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,COMPUTER SCIENCE AND ENGINEERING,OC,199.5
4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,ELECTRONICS AND COMMUNICATION ENGINEERING,OC,198.5
4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,ELECTRONICS AND INSTRUMENTATION ENGINEERING,OC,196.5
4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),OC,198.0
4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,INFORMATION TECHNOLOGY (SS),OC,198.0
4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,PRODUCTION ENGINEERING,OC,190.5
4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,ROBOTICS AND AUTOMATION (SS),OC,196.5
4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,RUBBER AND PLASTIC TECHNOLOGY,OC,183.0
1516,Thanthai Periyar Government Institute of Technology Bagayam Vellore District 632002,CIVIL ENGINEERING,OC,169.0
1516,Thanthai Periyar Government Institute of Technology Bagayam Vellore District 632002,COMPUTER SCIENCE AND ENGINEERING,OC,190.0
1516,Thanthai Periyar Government Institute of Technology Bagayam Vellore District 632002,ELECTRONICS AND COMMUNICATION ENGINEERING,OC,184.0
1516,Thanthai Periyar Government Institute of Technology Bagayam Vellore District 632002,ELECTRICAL AND ELECTRONICS ENGINEERING,OC,177.0
1516,Thanthai Periyar Government Institute of Technology Bagayam Vellore District 632002,MECHANICAL ENGINEERING,OC,165.5
1516,Thanthai Periyar Government Institute of Technology Bagayam Vellore District 632002,ROBOTICS AND AUTOMATION,OC,177.5
2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),OC,196.0
2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,CIVIL ENGINEERING,OC,188.0
2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,COMPUTER SCIENCE AND ENGINEERING,OC,197.5
2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,ELECTRONICS AND COMMUNICATION ENGINEERING,OC,197.0
2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,ELECTRICAL AND ELECTRONICS ENGINEERING,OC,195.0
2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,ELECTRONICS AND INSTRUMENTATION ENGINEERING,OC,193.0
2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,INDUSTRIAL BIO TECHNOLOGY,OC,184.5
2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,INFORMATION TECHNOLOGY,OC,196.3
2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,MECHANICAL ENGINEERING,OC,190.0
2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,PRODUCTION ENGINEERING,OC,184.0
2369,Government College of Engineering Chettikkarai Post Dharmapuri District 635704,CIVIL ENGINEERING,OC,166.5
2369,Government College of Engineering Chettikkarai Post Dharmapuri District 635704,COMPUTER SCIENCE AND ENGINEERING,OC,183.5
2369,Government College of Engineering Chettikkarai Post Dharmapuri District 635704,ELECTRONICS AND COMMUNICATION ENGINEERING,OC,179.0
2369,Government College of Engineering Chettikkarai Post Dharmapuri District 635704,ELECTRICAL AND ELECTRONICS ENGINEERING,OC,173.5
2369,Government College of Engineering Chettikkarai Post Dharmapuri District 635704,INFORMATION TECHNOLOGY,OC,181.0
2369,Government College of Engineering Chettikkarai Post Dharmapuri District 635704,MECHANICAL ENGINEERING,OC,161.0
2603,Government College of Engineering (Autonomous) Bargur Krishnagiri District 635104,COMPUTER SCIENCE AND ENGINEERING,OC,191.0
2603,Government College of Engineering (Autonomous) Bargur Krishnagiri District 635104,ELECTRONICS AND COMMUNICATION ENGINEERING,OC,187.5
2603,Government College of Engineering (Autonomous) Bargur Krishnagiri District 635104,ELECTRICAL AND ELECTRONICS ENGINEERING,OC,180.5
2603,Government College of Engineering (Autonomous) Bargur Krishnagiri District 635104,MECHANICAL ENGINEERING,OC,175.5
2603,Government College of Engineering (Autonomous) Bargur Krishnagiri District 635104,Computer Science and Engineering (Cyber Security),OC,187.0
2615,Government College of Engineering (Autonomous) Karuppur Salem District 636011,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),OC,194.0
2615,Government College of Engineering (Autonomous) Karuppur Salem District 636011,CIVIL ENGINEERING,OC,181.0
2615,Government College of Engineering (Autonomous) Karuppur Salem District 636011,COMPUTER SCIENCE AND ENGINEERING,OC,195.0
2615,Government College of Engineering (Autonomous) Karuppur Salem District 636011,ELECTRONICS AND COMMUNICATION ENGINEERING,OC,194.5
2615,Government College of Engineering (Autonomous) Karuppur Salem District 636011,ELECTRICAL AND ELECTRONICS ENGINEERING,OC,192.0
2615,Government College of Engineering (Autonomous) Karuppur Salem District 636011,MECHANICAL ENGINEERING,OC,184.5
2615,Government College of Engineering (Autonomous) Karuppur Salem District 636011,METALLURGICAL ENGINEERING,OC,182.5
2709,Government College of Engineering (Formerly Institute of Road and Transport Technology) Vasavi College Post Erode District 638316,AUTOMOBILE ENGINEERING,OC,172.5
2709,Government College of Engineering (Formerly Institute of Road and Transport Technology) Vasavi College Post Erode District 638316,CIVIL ENGINEERING,OC,176.5
2709,Government College of Engineering (Formerly Institute of Road and Transport Technology) Vasavi College Post Erode District 638316,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),OC,188.0
2709,Government College of Engineering (Formerly Institute of Road and Transport Technology) Vasavi College Post Erode District 638316,COMPUTER SCIENCE AND ENGINEERING,OC,191.5
2709,Government College of Engineering (Formerly Institute of Road and Transport Technology) Vasavi College Post Erode District 638316,ELECTRONICS AND COMMUNICATION ENGINEERING,OC,189.5
2709,Government College of Engineering (Formerly Institute of Road and Transport Technology) Vasavi College Post Erode District 638316,ELECTRICAL AND ELECTRONICS ENGINEERING,OC,182.5
2709,Government College of Engineering (Formerly Institute of Road and Transport Technology) Vasavi College Post Erode District 638316,INFORMATION TECHNOLOGY,OC,186.5
2709,Government College of Engineering (Formerly Institute of Road and Transport Technology) Vasavi College Post Erode District 638316,MECHANICAL ENGINEERING,OC,175.5
3464,Government College of Engineering Gandarvakottai Road Sengipatti Thanjavur District 613402,CIVIL ENGINEERING,OC,167.5
3464,Government College of Engineering Gandarvakottai Road Sengipatti Thanjavur District 613402,COMPUTER SCIENCE AND ENGINEERING,OC,182.5
3464,Government College of Engineering Gandarvakottai Road Sengipatti Thanjavur District 613402,ELECTRONICS AND COMMUNICATION ENGINEERING,OC,179.0
3464,Government College of Engineering Gandarvakottai Road Sengipatti Thanjavur District 613402,ELECTRICAL AND ELECTRONICS ENGINEERING,OC,174.0
3464,Government College of Engineering Gandarvakottai Road Sengipatti Thanjavur District 613402,MECHANICAL ENGINEERING,OC,163.0
3464,Government College of Engineering Gandarvakottai Road Sengipatti Thanjavur District 613402,ROBOTICS AND AUTOMATION,OC,172.0
3465,Government College of Engineering Srirangam Sethurappatti Tiruchirappalli District 620012,CIVIL ENGINEERING,OC,171.0
3465,Government College of Engineering Srirangam Sethurappatti Tiruchirappalli District 620012,COMPUTER SCIENCE AND ENGINEERING,OC,188.0
3465,Government College of Engineering Srirangam Sethurappatti Tiruchirappalli District 620012,ELECTRONICS AND COMMUNICATION ENGINEERING,OC,185.5
3465,Government College of Engineering Srirangam Sethurappatti Tiruchirappalli District 620012,ELECTRICAL AND ELECTRONICS ENGINEERING,OC,178.5
3465,Government College of Engineering Srirangam Sethurappatti Tiruchirappalli District 620012,MECHANICAL ENGINEERING,OC,170.0
3465,Government College of Engineering Srirangam Sethurappatti Tiruchirappalli District 620012,Mechatronics Engineering,OC,172.5
4974,Government College of Engineering Tirunelveli District 627007,CIVIL ENGINEERING,OC,177.0
4974,Government College of Engineering Tirunelveli District 627007,COMPUTER SCIENCE AND ENGINEERING,OC,193.0
4974,Government College of Engineering Tirunelveli District 627007,ELECTRONICS AND COMMUNICATION ENGINEERING,OC,190.0
4974,Government College of Engineering Tirunelveli District 627007,ELECTRICAL AND ELECTRONICS ENGINEERING,OC,187.5
4974,Government College of Engineering Tirunelveli District 627007,ELECTRONICS AND INSTRUMENTATION ENGINEERING,OC,184.0
4974,Government College of Engineering Tirunelveli District 627007,INDUSTRIAL BIO TECHNOLOGY,OC,175.5
4974,Government College of Engineering Tirunelveli District 627007,MECHANICAL ENGINEERING,OC,176.5
5009,Government College of Engineering Melachokkanathapuram Bodinayakkanur Theni District 625582,CIVIL ENGINEERING,OC,165.5
5009,Government College of Engineering Melachokkanathapuram Bodinayakkanur Theni District 625582,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),OC,178.0
5009,Government College of Engineering Melachokkanathapuram Bodinayakkanur Theni District 625582,COMPUTER SCIENCE AND ENGINEERING,OC,181.0
5009,Government College of Engineering Melachokkanathapuram Bodinayakkanur Theni District 625582,ELECTRONICS AND COMMUNICATION ENGINEERING,OC,177.0
5009,Government College of Engineering Melachokkanathapuram Bodinayakkanur Theni District 625582,ELECTRICAL AND ELECTRONICS ENGINEERING,OC,168.0
5009,Government College of Engineering Melachokkanathapuram Bodinayakkanur Theni District 625582,MECHANICAL ENGINEERING,OC,158.5
5901,Alagappa Chettair Government College of Engineering and Technology (Autonomous) Karaikudi Sivagangai District 630004,CIVIL ENGINEERING,OC,183.5
5901,Alagappa Chettair Government College of Engineering and Technology (Autonomous) Karaikudi Sivagangai District 630004,COMPUTER SCIENCE AND ENGINEERING,OC,194.0
5901,Alagappa Chettair Government College of Engineering and Technology (Autonomous) Karaikudi Sivagangai District 630004,ELECTRONICS AND COMMUNICATION ENGINEERING,OC,192.5
5901,Alagappa Chettair Government College of Engineering and Technology (Autonomous) Karaikudi Sivagangai District 630004,ELECTRICAL AND ELECTRONICS ENGINEERING,OC,188.5
5901,Alagappa Chettair Government College of Engineering and Technology (Autonomous) Karaikudi Sivagangai District 630004,INFORMATION TECHNOLOGY,OC,191.5
5901,Alagappa Chettair Government College of Engineering and Technology (Autonomous) Karaikudi Sivagangai District 630004,MECHANICAL ENGINEERING,OC,182.0
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,AUTOMOBILE ENGINEERING (SS),OC,188.5
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,BIO TECHNOLOGY (SS),OC,194.0
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,BIO MEDICAL ENGINEERING (SS),OC,191.5
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,CIVIL ENGINEERING,OC,194.5
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,Computer Science and Engineering (Artificial Intelligence and Machine Learning) (SS),OC,198.5
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,COMPUTER SCIENCE AND ENGINEERING (SS),OC,199.5
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,CIVIL ENGINEERING (SS),OC,191.0
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,ELECTRONICS AND COMMUNICATION ENGINEERING,OC,199.5
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,ELECTRICAL AND ELECTRONICS ENGINEERING,OC,197.5
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),OC,198.0
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,ELECTRICAL AND ELECTRONICS ENGINEERING (SS),OC,196.5
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,FASHION TECHNOLOGY (SS),OC,182.0
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,INFORMATION TECHNOLOGY (SS),OC,198.0
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,INSTRUMENTATION AND CONTROL ENGINEERING (SS),OC,194.0
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,MECHANICAL ENGINEERING,OC,195.0
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,MECHANICAL ENGINEERING (SS),OC,193.5
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,MECHANICAL ENGINEERING (SANDWICH) (SS),OC,188.0
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,METALLURGICAL ENGINEERING,OC,189.5
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,METALLURGICAL ENGINEERING (SS),OC,186.5
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,PRODUCTION ENGINEERING (SS),OC,187.0
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,PRODUCTION ENGINEERING,OC,189.0
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,ROBOTICS AND AUTOMATION (SS),OC,195.5
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,TEXTILE TECHNOLOGY (SS),OC,181.0
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,TEXTILE TECHNOLOGY,OC,181.0
2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE (SS),OC,197.0
2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,CIVIL ENGINEERING,OC,189.0
2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,CHEMICAL ENGINEERING,OC,192.0
2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,CHEMICAL ENGINEERING (SS),OC,188.0
2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,COMPUTER SCIENCE AND ENGINEERING (SS),OC,197.0
2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,CIVIL ENGINEERING (SS),OC,186.5
2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,COMPUTER SCIENCE AND ENGINEERING,OC,198.0
2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,ELECTRONICS AND COMMUNICATION ENGINEERING,OC,197.5
2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,ELECTRICAL AND ELECTRONICS ENGINEERING,OC,195.5
2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),OC,196.5
2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,ELECTRICAL AND ELECTRONICS ENGINEERING (SS),OC,194.0
2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,INFORMATION TECHNOLOGY (SS),OC,196.5
2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,MECHANICAL ENGINEERING,OC,192.0
2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,MECHANICAL ENGINEERING (SS),OC,189.5
5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,CIVIL ENGINEERING,OC,191.0
5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,Computer Science and Engineering (Artificial Intelligence and Machine Learning) (SS),OC,195.0
5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,COMPUTER SCIENCE AND ENGINEERING (SS),OC,196.0
5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,CIVIL ENGINEERING (SS),OC,185.5
5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,COMPUTER SCIENCE AND ENGINEERING,OC,197.5
5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,Computer Science and Business System (SS),OC,193.0
5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,ELECTRONICS AND COMMUNICATION ENGINEERING,OC,197.0
5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,ELECTRICAL AND ELECTRONICS ENGINEERING,OC,195.0
5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),OC,195.5
5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,ELECTRICAL AND ELECTRONICS ENGINEERING (SS),OC,193.0
5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,Interior Design (SS),OC,183.0
5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,INFORMATION TECHNOLOGY (SS),OC,194.5
5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,MECHANICAL ENGINEERING,OC,191.0
5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,MECHANICAL ENGINEERING (SS),OC,188.0
5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,MECHATRONICS (SS),OC,191.5
1321,Central Institute of Petrochemicals Engineering and Technology (Formerly Central Institute of Plastics Engineering and Technology) (CIPET) Guindy Chennai 600032,MANUFACTURING ENGINEERING,OC,178.5
1321,Central Institute of Petrochemicals Engineering and Technology (Formerly Central Institute of Plastics Engineering and Technology) (CIPET) Guindy Chennai 600032,PLASTIC TECHNOLOGY,OC,177.5
2343,Indian Institute of Handloom Technology Foulke's Compound Thillai Nagar Salem District 636001,HANDLOOM AND TEXTILE TECHNOLOGY,OC,175.0
5012,Central Electrochemical Research Institute CECRI) Karaikudi Sivagangai District 630006,CHEMICAL AND ELECTRO CHEMICAL ENGINEERING (SS),OC,196.5
1013,University College of Engineering Villupuram Kakuppam Villupuram District 605103,COMPUTER SCIENCE AND ENGINEERING,OC,182.5
1013,University College of Engineering Villupuram Kakuppam Villupuram District 605103,ELECTRONICS AND COMMUNICATION ENGINEERING,OC,170.0
1013,University College of Engineering Villupuram Kakuppam Villupuram District 605103,INFORMATION TECHNOLOGY,OC,179.0
1013,University College of Engineering Villupuram Kakuppam Villupuram District 605103,MECHANICAL ENGINEERING,OC,149.5
1013,University College of Engineering Villupuram Kakuppam Villupuram District 605103,Computer Science and Engineering (Cyber Security),OC,176.0
1013,University College of Engineering Villupuram Kakuppam Villupuram District 605103,MECHANICAL ENGINEERING (TAMIL MEDIUM),OC,148.0
1014,University College of Engineering Tindivanam Melpakkam Tindivanam Villupuram District 604001,CIVIL ENGINEERING,OC,152.5
1014,University College of Engineering Tindivanam Melpakkam Tindivanam Villupuram District 604001,COMPUTER SCIENCE AND ENGINEERING,OC,179.5
1014,University College of Engineering Tindivanam Melpakkam Tindivanam Villupuram District 604001,ELECTRONICS AND COMMUNICATION ENGINEERING,OC,167.0
1014,University College of Engineering Tindivanam Melpakkam Tindivanam Villupuram District 604001,Electrical and Computer Engineering,OC,159.5
1014,University College of Engineering Tindivanam Melpakkam Tindivanam Villupuram District 604001,INFORMATION TECHNOLOGY,OC,173.0
1014,University College of Engineering Tindivanam Melpakkam Tindivanam Villupuram District 604001,CIVIL ENGINEERING (TAMIL MEDIUM),OC,148.0
1015,University College of Engineering Arni Arni to Devikapuram Road Thatchur Arni Thiruvannamalai District 632326,COMPUTER SCIENCE AND ENGINEERING,OC,174.0
1015,University College of Engineering Arni Arni to Devikapuram Road Thatchur Arni Thiruvannamalai District 632326,ELECTRONICS AND COMMUNICATION ENGINEERING,OC,169.0
1015,University College of Engineering Arni Arni to Devikapuram Road Thatchur Arni Thiruvannamalai District 632326,ELECTRICAL AND ELECTRONICS ENGINEERING,OC,155.5
1015,University College of Engineering Arni Arni to Devikapuram Road Thatchur Arni Thiruvannamalai District 632326,MECHANICAL ENGINEERING,OC,146.5
1015,University College of Engineering Arni Arni to Devikapuram Road Thatchur Arni Thiruvannamalai District 632326,MECHANICAL ENGINEERING (TAMIL MEDIUM),OC,131.0
1026,University College of Engineering Kancheepuram Ponnerikarai Campus NH4 Chennai-Bangalore Highway Karaipettai Village & Post Kancheepuram District 631552,COMPUTER SCIENCE AND ENGINEERING,OC,181.0
1026,University College of Engineering Kancheepuram Ponnerikarai Campus NH4 Chennai-Bangalore Highway Karaipettai Village & Post Kancheepuram District 631552,ELECTRONICS AND COMMUNICATION ENGINEERING,OC,177.5
1026,University College of Engineering Kancheepuram Ponnerikarai Campus NH4 Chennai-Bangalore Highway Karaipettai Village & Post Kancheepuram District 631552,ELECTRICAL AND ELECTRONICS ENGINEERING,OC,166.5
1026,University College of Engineering Kancheepuram Ponnerikarai Campus NH4 Chennai-Bangalore Highway Karaipettai Village & Post Kancheepuram District 631552,MECHANICAL ENGINEERING,OC,158.0
1026,University College of Engineering Kancheepuram Ponnerikarai Campus NH4 Chennai-Bangalore Highway Karaipettai Village & Post Kancheepuram District 631552,Computer Science and Engineering (Cyber Security),OC,177.5
2025,Anna University Regional Campus - Coimbatore Maruthamalai Main Road Navavoor Bharathiyar University Post Somayampalayam Coimbatore District 641046,Artificial Intelligence and Data Science,OC,193.0
2025,Anna University Regional Campus - Coimbatore Maruthamalai Main Road Navavoor Bharathiyar University Post Somayampalayam Coimbatore District 641046,COMPUTER SCIENCE AND ENGINEERING,OC,194.0
2025,Anna University Regional Campus - Coimbatore Maruthamalai Main Road Navavoor Bharathiyar University Post Somayampalayam Coimbatore District 641046,ELECTRONICS AND COMMUNICATION ENGINEERING,OC,190.0
2025,Anna University Regional Campus - Coimbatore Maruthamalai Main Road Navavoor Bharathiyar University Post Somayampalayam Coimbatore District 641046,ELECTRICAL AND ELECTRONICS ENGINEERING,OC,183.5
2025,Anna University Regional Campus - Coimbatore Maruthamalai Main Road Navavoor Bharathiyar University Post Somayampalayam Coimbatore District 641046,Electronics Engineering (VLSI Design and Technology),OC,183.5
2025,Anna University Regional Campus - Coimbatore Maruthamalai Main Road Navavoor Bharathiyar University Post Somayampalayam Coimbatore District 641046,MECHANICAL ENGINEERING,OC,178.5
3011,University College of Engineering Tiruchirappalli (Bharathidasan Institute of Technology) Tiruchirappalli District 620024,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),OC,184.5
3011,University College of Engineering Tiruchirappalli (Bharathidasan Institute of Technology) Tiruchirappalli District 620024,BIO TECHNOLOGY,OC,178.5
